episode_index,dim,name,rmse,max_abs_change,first_diff_var_before,first_diff_var_after,first_diff_var_reduction,rmse_over_std,applied,note
7,0,main_shoulder_pan,0.029739651027971763,0.1280691964285836,0.7341187488789459,0.7285651359891745,0.007565006204040136,0.001190005981865473,True,
7,1,main_shoulder_lift,0.027408281597874843,0.12053571428567977,0.9454882259758152,0.9405257127722907,0.005248625067121052,0.0008914171716764741,True,
7,2,main_elbow_flex,0.02543787020805608,0.13560267857145902,0.2458239964076451,0.24254127435711992,0.013353952821926748,0.0018533589253357126,True,
7,3,main_wrist_flex,0.03191629566808144,0.15820312500002842,0.3500420706612723,0.3451172849249211,0.014069125254137786,0.002006827906177705,True,
7,4,main_wrist_roll,0.06464558575066023,0.26367187500004263,0.11542900552555006,0.09606876117494977,0.16772425840847197,0.0130839530005151,True,
7,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
8,0,main_shoulder_pan,0.029329935559466242,0.11300223214286298,0.623888617127839,0.6191704082951368,0.007562582010909567,0.0011057016242801568,True,
8,1,main_shoulder_lift,0.039372962553694366,0.22600446428575083,0.7040477979518551,0.6960652145948621,0.011338127013840687,0.0013977216890303404,True,
8,2,main_elbow_flex,0.030686704679295167,0.14313616071424917,0.2406041769738556,0.2359615361845564,0.01929576139404965,0.002430133216117297,True,
8,3,main_wrist_flex,0.031115910204444198,0.11300223214283278,0.38587975921006634,0.3811406222562035,0.012281382582917362,0.001799830198865953,True,
8,4,main_wrist_roll,0.06738151271483764,0.33147321428575083,0.08795546145708528,0.069550261385316,0.20925590937578606,0.015034417003528552,True,
8,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
9,0,main_shoulder_pan,0.03947257687801907,0.15066964285716722,0.7360080824212938,0.7276576648446513,0.011345551463472442,0.0015800916477719039,True,
9,1,main_shoulder_lift,0.033989006088988576,0.19587053571424917,0.7381838421488918,0.7310748614006597,0.009630366234429434,0.0010347000852149568,True,
9,2,main_elbow_flex,0.025695713285744676,0.09793526785716722,0.18467570460119911,0.18144374534197752,0.017500727917626743,0.0019790175659696015,True,
9,3,main_wrist_flex,0.034914566036243516,0.18833705357143593,0.45396321009403307,0.4485317039954995,0.011964639375531055,0.0017011328941772192,True,
9,4,main_wrist_roll,0.07300576667985255,0.31640625000004263,0.18669312035089702,0.16577836094354564,0.11202747786335818,0.01263155387137944,True,
9,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
10,0,main_shoulder_pan,0.028553477386518766,0.1130022321428581,0.8098989861494008,0.8064711440296434,0.004232431671577759,0.0009609923170802592,True,
10,1,main_shoulder_lift,0.035085219228144615,0.12053571428567977,0.805258583187137,0.7986771365928287,0.00817308468574097,0.0009576759815355829,True,
10,2,main_elbow_flex,0.033049611757452774,0.1657366071428399,0.30831513562152624,0.30230224351761176,0.019502422713673178,0.0015290659178356374,True,
10,3,main_wrist_flex,0.031182136087266082,0.14313616071430602,0.29089633057607783,0.28606889256697754,0.016595046075487632,0.001714159498445281,True,
10,4,main_wrist_roll,0.06246863273360723,0.2712053571428896,0.20907666300352898,0.1919943596147598,0.08170353947384768,0.005554848598980189,True,
10,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
11,0,main_shoulder_pan,0.03667724177335512,0.14313616071431312,0.7964831386933557,0.7906764857745283,0.00729036515242914,0.0012642288785609844,True,
11,1,main_shoulder_lift,0.03645079876048203,0.14313616071432023,0.9203969514871843,0.913500412808651,0.0074930046947567115,0.0009542695800762538,True,
11,2,main_elbow_flex,0.031796581571821005,0.12806919642858006,0.25349951413704186,0.24817717662412966,0.020995454492409554,0.001601154839441883,True,
11,3,main_wrist_flex,0.03228054701711007,0.165736607142847,0.3339096876818328,0.32916041815908975,0.014223215731519691,0.0018282853183098386,True,
11,4,main_wrist_roll,0.08251968945178674,0.346540178571459,0.21517059553689472,0.18872071540485286,0.12292516115431103,0.0075735758395402576,True,
11,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
12,0,main_shoulder_pan,0.029380461118500314,0.11300223214288252,0.9485708679898248,0.9444053304819242,0.004391382498102704,0.000987140961388792,True,
12,1,main_shoulder_lift,0.03873633035532596,0.18080357142852677,1.363714135098773,1.3528359978132123,0.00797684573737497,0.0010052128727075175,True,
12,2,main_elbow_flex,0.03836930432469623,0.16573660714288962,0.556392545172758,0.5480372589392668,0.015016891052875188,0.0015609918720863633,True,
12,3,main_wrist_flex,0.034310481200913116,0.10546874999997158,0.2890479249179025,0.28278778330659143,0.02165779814225999,0.0025380054261429754,True,
12,4,main_wrist_roll,0.06489927328318722,0.27873883928576504,0.19443487794277575,0.17586242357230603,0.09552017913131715,0.009146633674904056,True,
12,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
13,0,main_shoulder_pan,0.041453064837268,0.2109375000000142,0.8766614973898744,0.8668984121750095,0.01113666477190227,0.0013301376794179651,True,
13,1,main_shoulder_lift,0.03908619091119093,0.18833705357138797,1.120546097828273,1.1113457841088283,0.008210562454570892,0.0010368840786752031,True,
13,2,main_elbow_flex,0.03101268317575903,0.1958705357142776,0.36905242884765593,0.36379785481132515,0.014238015050430302,0.0014950750647540188,True,
13,3,main_wrist_flex,0.03132888710199627,0.11300223214287541,0.3420940238317898,0.3370177871113096,0.01483871791626565,0.0018899104715029646,True,
13,4,main_wrist_roll,0.08373166040809552,0.36160714285718143,0.2559282099142653,0.227445375780239,0.11129228053276313,0.006775669912086745,True,
13,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
14,0,main_shoulder_pan,0.03524033312276297,0.14313616071426338,0.7741491510071117,0.7682876257162267,0.007571571038035241,0.0011732462733387006,True,
14,1,main_shoulder_lift,0.03180045727388933,0.13560267857143016,0.9992825878934962,0.9943321982583265,0.004953943654322243,0.0007778071216394779,True,
14,2,main_elbow_flex,0.028502725014058723,0.10546875000001066,0.3495558060426763,0.3452402244134068,0.012345901726325798,0.0013249005570433584,True,
14,3,main_wrist_flex,0.03193606751500132,0.1732700892857011,0.35091701120196966,0.34560256584083154,0.015144450657820635,0.001694566977722212,True,
14,4,main_wrist_roll,0.0866214808869732,0.3691406250000284,0.2002823304746833,0.1706062914982689,0.1481710288974574,0.008281611734800654,True,
14,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
15,0,main_shoulder_pan,0.04037549940868002,0.21847098214285787,0.7732879100569388,0.762772190403174,0.013598712092874244,0.0012818057697469253,True,
15,1,main_shoulder_lift,0.03227476573834906,0.18833705357147323,0.8005712665044282,0.7944293583611699,0.007671906799848094,0.0008879963416488131,True,
15,2,main_elbow_flex,0.028820287494487222,0.10546875000002842,0.3014069001917428,0.2969084190002365,0.014924944281781732,0.0015467577079695918,True,
15,3,main_wrist_flex,0.030065185610780542,0.15820312499998934,0.32111078585874536,0.31610453750373796,0.015590408592533609,0.0016924059199376986,True,
15,4,main_wrist_roll,0.07005488633644756,0.339006696428541,0.3756948768219348,0.3522936269141683,0.062287913281441405,0.004990773232047403,True,
15,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
16,0,main_shoulder_pan,0.030025374740615014,0.12053571428568688,0.9551114066328608,0.9509171130270455,0.00439141819131002,0.0009070219893671708,True,
16,1,main_shoulder_lift,0.031328011247228865,0.13560267857147323,0.9812776851792249,0.9754480971559889,0.005940813809672258,0.0008636967047922004,True,
16,2,main_elbow_flex,0.032882639718812494,0.14313616071431312,0.37477828644134187,0.36877635948110965,0.016014606975293923,0.0015636975295008312,True,
16,3,main_wrist_flex,0.03252606184343481,0.18080357142854098,0.2397434469035766,0.23477960737626738,0.020704797530109963,0.0022013798881071476,True,
16,4,main_wrist_roll,0.07045781042952164,0.36914062500004263,0.3260315846538877,0.30179211991403593,0.07434698317828374,0.005185291878037978,True,
16,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
17,0,main_shoulder_pan,0.03365779083449761,0.15066964285716722,0.7700022065103259,0.7648437718290796,0.006699246622453868,0.001031567464741378,True,
17,1,main_shoulder_lift,0.0366763084789244,0.23353794642852677,0.9586656794828528,0.9505901966346831,0.00842366950335167,0.0008573183205932935,True,
17,2,main_elbow_flex,0.03405941998613166,0.16573660714285054,0.3686490716818708,0.3620365641605513,0.017937133250197912,0.0013887749854137998,True,
17,3,main_wrist_flex,0.031783359398451706,0.1582031250000142,0.2690413418938132,0.26361917104182964,0.020153671602350234,0.0018563342216720712,True,
17,4,main_wrist_roll,0.08449746506499173,0.3616071428571104,0.31264343373090747,0.28689938939381204,0.08234314736721243,0.00542508097148756,True,
17,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
18,0,main_shoulder_pan,0.03246068425755152,0.15066964285716722,0.7145580311771482,0.71010939593959,0.00622571581797162,0.0010775681554386792,True,
18,1,main_shoulder_lift,0.03461869330212952,0.21093749999995737,0.7575497031211853,0.7513655582252805,0.00816335201561754,0.0009044862880373757,True,
18,2,main_elbow_flex,0.0278933124309388,0.1280691964285836,0.2144626749213785,0.21042382648233682,0.018832407273304354,0.0014676366050285115,True,
18,3,main_wrist_flex,0.03030952433233331,0.10546874999998579,0.29325932264328003,0.2891121895945799,0.014141521610703192,0.0016465496705216302,True,
18,4,main_wrist_roll,0.07140904656905164,0.3691406249999716,0.25604283437132835,0.23507483508817986,0.08189254479482706,0.004645856505585652,True,
18,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
19,0,main_shoulder_pan,0.031853079629535715,0.17327008928568688,0.9332284719769077,0.9285608203575503,0.005001617245420849,0.0010905153962644906,True,
19,1,main_shoulder_lift,0.030833985259978085,0.12806919642854098,0.8697319850906254,0.8640537552465609,0.006528712225609194,0.0009022417255451901,True,
19,2,main_elbow_flex,0.030803878839200733,0.14313616071430602,0.24394207313412525,0.23843658437055643,0.02256883649808851,0.0019719505636022075,True,
19,3,main_wrist_flex,0.02934352908532255,0.12806919642859782,0.3965799925757236,0.39222331986693687,0.01098560893223802,0.0015036062434712323,True,
19,4,main_wrist_roll,0.08571508844518672,0.34654017857147323,0.3072762290690094,0.27700580664104507,0.09851208640407419,0.00778428920971177,True,
19,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
20,0,main_shoulder_pan,0.04096083967467796,0.18080357142859071,1.0676420615882178,1.0580856261826255,0.008950973129867394,0.001233561916706108,True,
20,1,main_shoulder_lift,0.0320442276699582,0.13560267857147323,0.6473136568275261,0.6401978747571256,0.010992788419256837,0.001229101467701058,True,
20,2,main_elbow_flex,0.027609666296287777,0.13560267857145192,0.15714064770063418,0.1525558060350776,0.02917667537104141,0.002580125847132698,True,
20,3,main_wrist_flex,0.034955726220493644,0.21093750000002842,0.4109770505865422,0.4047323158712329,0.01519485019028902,0.0022036886523423113,True,
20,4,main_wrist_roll,0.08533162501619199,0.37667410714281857,0.28023598345790357,0.25006579723941985,0.10765992948587852,0.0073100749044484065,True,
20,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
21,0,main_shoulder_pan,0.029702701475620027,0.165736607142847,1.010825561668673,1.0064307249427868,0.0043477696771252365,0.0008800849038432169,True,
21,1,main_shoulder_lift,0.030578584675826335,0.15066964285718143,0.691586005978468,0.6856216233188441,0.008624209582126134,0.0011736008988464737,True,
21,2,main_elbow_flex,0.019699498113223794,0.12806919642859782,0.10205472529750009,0.09982827125718527,0.021816275863998258,0.0023493093484714075,True,
21,3,main_wrist_flex,0.028285489082444146,0.15066964285717432,0.38694963789922293,0.38217661424735516,0.012334999659854583,0.0015457498893052264,True,
21,4,main_wrist_roll,0.07104362536804186,0.30133928571424917,0.25804452708900716,0.23537814964643883,0.0878390163832075,0.005578777231896273,True,
21,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
22,0,main_shoulder_pan,0.03680690155594077,0.17327008928574372,0.9961597864866392,0.9897316605753383,0.006452906449849987,0.001255802956617373,True,
22,1,main_shoulder_lift,0.02787906570819147,0.14313616071432023,0.5961274853642122,0.5913395215583369,0.008031778308208764,0.0009944381881763949,True,
22,2,main_elbow_flex,0.02795261151525308,0.14313616071430602,0.12921960617110903,0.12507504307401374,0.03207379452625152,0.0025679656546468855,True,
22,3,main_wrist_flex,0.023933510266156012,0.12053571428575083,0.3150342041964358,0.3120274527123072,0.00954420645148035,0.0014428694817940303,True,
22,4,main_wrist_roll,0.08197958828167808,0.36914062499995737,0.30945029565064125,0.28211605758637337,0.0883315946000171,0.006166201237489562,True,
22,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
23,0,main_shoulder_pan,0.035063813426916626,0.13560267857145192,0.8284391907293757,0.8214610360778208,0.00842325511593809,0.0010761050231920387,True,
23,1,main_shoulder_lift,0.0303441329133663,0.12806919642861203,0.6657753398711669,0.6604795742149392,0.007954283283085352,0.0009948799443612612,True,
23,2,main_elbow_flex,0.02521185347814736,0.12806919642859071,0.12919349043699763,0.12610716013516807,0.023889209056818822,0.0022000520717572127,True,
23,3,main_wrist_flex,0.029576314013173798,0.15066964285715656,0.3068424163655164,0.3028289122988948,0.013080017144176826,0.0016528082761863435,True,
23,4,main_wrist_roll,0.08603829316429379,0.3390066964285978,0.32493217464116375,0.29670024392475797,0.08688561158212015,0.005296969545041956,True,
23,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
24,0,main_shoulder_pan,0.034582502863733294,0.15066964285714368,0.9537107629802487,0.9460241285713406,0.008059712343906247,0.0010590306221704953,True,
24,1,main_shoulder_lift,0.026615901991225255,0.15066964285709616,0.6822614872200796,0.677572163454295,0.00687320602675601,0.0008591197507526935,True,
24,2,main_elbow_flex,0.02626304632252518,0.12053571428575083,0.15014469688345508,0.14629149761055485,0.025663239214443596,0.0020869045417520656,True,
24,3,main_wrist_flex,0.03513658766624717,0.1657366071428683,0.426941651564378,0.4200385312484392,0.01616876753683964,0.0019534017364746478,True,
24,4,main_wrist_roll,0.08524986206417894,0.35407366071433444,0.3976295217772697,0.3674388167540061,0.0759267191437933,0.005656271258296255,True,
24,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
25,0,main_shoulder_pan,0.03217872733855238,0.12806919642854808,0.8797179909292007,0.8743250744252692,0.006130278747891945,0.001017482805548579,True,
25,1,main_shoulder_lift,0.028004525427504836,0.11300223214290384,0.4630111771620581,0.458639356205241,0.009442149936019622,0.0009545502527123335,True,
25,2,main_elbow_flex,0.02456464291991795,0.11300223214288252,0.14629598331685734,0.1431475434051988,0.021521027715705864,0.0020564081735595556,True,
25,3,main_wrist_flex,0.025102373236627392,0.09040178571432023,0.19198021689159595,0.18927873868701342,0.01407164888300938,0.0015958145218033428,True,
25,4,main_wrist_roll,0.07734823408557617,0.3239397321428896,0.34988397839458707,0.3273508055285542,0.06440184248911424,0.004563389193761262,True,
25,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
26,0,main_shoulder_pan,0.03553027394056208,0.18833705357141994,1.0632270993280015,1.0568470765394664,0.006000620932788037,0.0011034399303070808,True,
26,1,main_shoulder_lift,0.03244116269341467,0.18833705357138797,0.6727124017871116,0.6671342350873033,0.008292052718203855,0.0012099350705784568,True,
26,2,main_elbow_flex,0.027424487427035977,0.10546875000002842,0.13125505498494983,0.12771861166387738,0.026943292366743116,0.0027909419291985175,True,
26,3,main_wrist_flex,0.029019582332736896,0.10546875000004263,0.3322086550972678,0.3286191129949846,0.010805083032024713,0.0017940062313862545,True,
26,4,main_wrist_roll,0.09832111380218976,0.45200892857137376,0.3816185403646024,0.3472164419477624,0.09014786960814815,0.006571702899775936,True,
26,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
27,0,main_shoulder_pan,0.028737509727972895,0.13560267857145192,1.0596176472500232,1.0557852963072931,0.0036167300088630733,0.0009632858437802735,True,
27,1,main_shoulder_lift,0.034152646621037994,0.18080357142852677,1.0263712956355169,1.0186271114139756,0.007545207328451466,0.0011894124852889513,True,
27,2,main_elbow_flex,0.028304811716256643,0.13560267857145902,0.30559151011811203,0.3013586995152799,0.013851204836142715,0.002132161596165595,True,
27,3,main_wrist_flex,0.025523419274839376,0.09040178571432023,0.3441422592253375,0.3405556801375721,0.010421792127008047,0.0017867161040574316,True,
27,4,main_wrist_roll,0.08174492906070764,0.39927455357138797,0.2859550737911427,0.26044502668948477,0.08920998240545329,0.007224683811678079,True,
27,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
28,0,main_shoulder_pan,0.02600453271428335,0.1280691964285765,0.8345561529462472,0.8314815362733275,0.003684133969973464,0.0008581621882494485,True,
28,1,main_shoulder_lift,0.0343439782663251,0.28627232142861203,0.5909340451187417,0.5849848284535777,0.010067479973959842,0.0011301585145481441,True,
28,2,main_elbow_flex,0.02580748193370799,0.11300223214288962,0.18750427668872433,0.18410238736368412,0.0181429959098356,0.0018825633550519293,True,
28,3,main_wrist_flex,0.028043525507133137,0.15066964285718143,0.4568517131354647,0.4522694945673705,0.010029990993457213,0.0017547539718966428,True,
28,4,main_wrist_roll,0.06532696177354162,0.38420758928575083,0.30973312180067547,0.2913537666500362,0.05933932749519455,0.00405503240741671,True,
28,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
29,0,main_shoulder_pan,0.03647948965243332,0.15820312499999734,1.2238210749895717,1.2156180835096628,0.006702770239496637,0.0010838367270600323,True,
29,1,main_shoulder_lift,0.03740824108223582,0.21093749999995737,0.5679239398469431,0.5599153047871996,0.014101597939156819,0.0014359798051298148,True,
29,2,main_elbow_flex,0.026830718465657124,0.12053571428574372,0.23070714591777794,0.22614243162428915,0.019785751652077615,0.0021202804663633303,True,
29,3,main_wrist_flex,0.032893094064659914,0.18833705357145902,0.37583377450081873,0.37029040721065026,0.014749518713508783,0.0017215701503922865,True,
29,4,main_wrist_roll,0.07455324732614257,0.3842075892856798,0.4133999400381543,0.38806540916693694,0.06128334432965597,0.005014570885262354,True,
29,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
30,0,main_shoulder_pan,0.03842397460634298,0.18080357142855874,0.4962623702412985,0.49093744491370295,0.010730060643135999,0.0016498714423059928,True,
30,1,main_shoulder_lift,0.03323224693890698,0.15820312500001066,1.014500168760422,1.0076899478423693,0.006712882981945547,0.000769725733631953,True,
30,2,main_elbow_flex,0.031572924593606715,0.15820312499999734,0.47374817347848625,0.46852686498438506,0.011021274141837496,0.0010905080818939836,True,
30,3,main_wrist_flex,0.02584055781676069,0.12053571428568688,0.17236397939034112,0.16913715884183714,0.01872096803472157,0.002074679003922395,True,
30,4,main_wrist_roll,0.07254366726367002,0.3616071428571104,0.10358303897925389,0.08358852869323027,0.19302880551736093,0.012146224178946207,True,
30,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
31,0,main_shoulder_pan,0.03327214815021637,0.1582031250000009,0.5792425451320482,0.5738240830033228,0.009354392515298062,0.0016057802365475626,True,
31,1,main_shoulder_lift,0.04362976984767189,0.28627232142861203,1.0068431099890263,0.9940275304978238,0.012728477122262044,0.0008570399724447628,True,
31,2,main_elbow_flex,0.027664621912175624,0.12053571428572596,0.6455151863896105,0.6401737137109823,0.008274743633071152,0.0006553415984743675,True,
31,3,main_wrist_flex,0.031183441416862436,0.12806919642861203,0.2856815211100146,0.2799184520933537,0.020173054925878717,0.003058542471382777,True,
31,4,main_wrist_roll,0.05422105123543173,0.28627232142861203,0.27886056351802646,0.26374901097392234,0.05419035360705374,0.007105302564257665,True,
31,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
32,0,main_shoulder_pan,0.029144301833017198,0.13560267857145902,0.5499257256459007,0.5462436410265313,0.006695603510900801,0.0011553145595571402,True,
32,1,main_shoulder_lift,0.034966452031432046,0.19587053571432023,0.9860889525073656,0.9775346494973338,0.008674981083887458,0.0009050324029214776,True,
32,2,main_elbow_flex,0.030761225975112383,0.14313616071431312,0.36989492836391685,0.36492652557546673,0.013431930008951124,0.0013998720298588666,True,
32,3,main_wrist_flex,0.03058777157243617,0.12053571428572951,0.2825871995163684,0.27846740750953336,0.014578834476175242,0.0017255801786047694,True,
32,4,main_wrist_roll,0.07244341277674322,0.31640625000004263,0.14101905617871052,0.11719550281246308,0.1689385393138382,0.008037330625977796,True,
32,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
33,0,main_shoulder_pan,0.02471436055613498,0.14313616071431312,0.48816868177976175,0.4851157797049702,0.006253785195029888,0.0010327994777247808,True,
33,1,main_shoulder_lift,0.028371867303410746,0.15066964285711038,0.867013049724052,0.8622367553374852,0.005508907147461004,0.0006817690227653842,True,
33,2,main_elbow_flex,0.025063109681597053,0.09793526785717432,0.3385413367793245,0.3351630845068046,0.009978847205657513,0.000983915229670857,True,
33,3,main_wrist_flex,0.02422870153365285,0.10546875000002842,0.2426912703731384,0.2398616338481871,0.011659407940799553,0.001521298019332067,True,
33,4,main_wrist_roll,0.05071681677883758,0.24860491071432023,0.10041945629503515,0.0887082769341214,0.11662261271865473,0.006525086349614179,True,
33,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
34,0,main_shoulder_pan,0.03285402654481862,0.15066964285716722,0.600685729980469,0.5952637113161666,0.009026381672956768,0.001401659408967194,True,
34,1,main_shoulder_lift,0.03207970302229236,0.21847098214281857,1.3120353149414063,1.305628794642856,0.004882887088169943,0.0007763835505677506,True,
34,2,main_elbow_flex,0.03004363192856208,0.12806919642860493,0.5623626708984375,0.5574859183175218,0.008671899529043294,0.0011391216696943613,True,
34,3,main_wrist_flex,0.02874446548944564,0.09793526785711748,0.2752692626953125,0.27073282844387725,0.016479988383070892,0.001957104326378591,True,
34,4,main_wrist_roll,0.0656730763967594,0.3013392857143202,0.12710115966796878,0.1082194956253986,0.1485561901393777,0.011591674545044929,True,
34,5,main_gripper,0.0,0.0,,,,,False,gripper_excluded
35,0,main_shoulder_pan,0.029864891742262215,0.12806919642859071,0.5400898753479587,0.5353171615136749,0.008836888177562893,0.0013160279064147657,True,
35,1,main_shoulder_lift,0.036262965013585335,0.18833705357138797,1.046173133014987,1.0392531812166175,0.00661453786184207,0.0008796504913770678,True,
35,2,main_elbow_flex,0.02580739311314061,0.09793526785716722,0.44766172909428803,0.44422014012330724,0.007687923151134307,0.0009694592857456051,True,
